CarPlate,Price,Company,Number,Number of digits,Front Characters,Suffix characters,Total number of characters,Same digit througout,Sub repeated digits
SBL3033Z,5000,SGCarMart,3033,4,SBL,Z,8,0,1
SKH318L,5000,CarPlateMart,318,3,SKH,L,7,0,0
SJC1619A,5000,CarPlateMart,1619,4,SJC,A,8,0,0
SMY6686X,5000,CarPlateMart,6686,4,SMY,X,8,0,1
SJQ995L,5000,CarPlateMart,995,3,SJQ,L,7,0,1
SJQ1115M,5000,CarPlateMart,1115,4,SJQ,M,8,0,1
SFU128J,5000,CarPlateMart,128,3,SFU,J,7,0,0
SJQ955L,5000,CarPlateMart,955,3,SJQ,L,7,0,1
SNF303D,5000,CarPlateMart,303,3,SNF,D,7,0,0
SJQ345Y,5000,CarPlateMart,345,3,SJQ,Y,7,0,0
SBJ5885D,5000,CarPlateMart,5885,4,SBJ,D,8,0,1
SJA42E,5000,CarPlateMart,42,2,SJA,E,6,0,0
SGW7700M,5000,CarPlateMart,7700,4,SGW,M,8,0,1
SMR868P,5000,CarPlateMart,868,3,SMR,P,7,0,0
SCX2325M,5000,CarPlateMart,2325,4,SCX,M,8,0,0
SKZ7778B,5000,CarPlateMart,7778,4,SKZ,B,8,0,1
SLT786T,5000,CarPlateMart,786,3,SLT,T,7,0,0
SLS9226P,5000,CarPlateMart,9226,4,SLS,P,8,0,1
SGY5688T,5000,CarPlateMart,5688,4,SGY,T,8,0,1
SNC6868C,5000,CarPlateMart,6868,4,SNC,C,8,0,0
SGJ155B,5000,CarPlateMart,155,3,SGJ,B,7,0,1
SGV8884P,5000,CarPlateMart,8884,4,SGV,P,8,0,1
SDX595B,5000,CarPlateMart,595,3,SDX,B,7,0,0
SCK6668R,5000,CarPlateMart,6668,4,SCK,R,8,0,1
SGR877J,5000,CarPlateMart,877,3,SGR,J,7,0,1
SGT3444U,5000,CarPlateMart,3444,4,SGT,U,8,0,1
SNB4444A,5000,CarPlateMart,4444,4,SNB,A,8,1,1
SNA6888U,5000,CarPlateMart,6888,4,SNA,U,8,0,1
SMX116U,5000,CarPlateMart,116,3,SMX,U,7,0,1
SGN368H,5000,CarPlateMart,368,3,SGN,H,7,0,0
SDU1414A,5000,CarPlateMart,1414,4,SDU,A,8,0,0
SMP3393H,5000,CarPlateMart,3393,4,SMP,H,8,0,1
SMH1331S,5000,CarPlateMart,1331,4,SMH,S,8,0,1
SBT218K,5000,CarPlateMart,218,3,SBT,K,7,0,0
SFY5955J,5000,CarPlateMart,5955,4,SFY,J,8,0,1
SDZ500P,5000,CarPlateMart,500,3,SDZ,P,7,0,1
SGX5557T,5000,CarPlateMart,5557,4,SGX,T,8,0,1
SLJ1288K,5000,CarPlateMart,1288,4,SLJ,K,8,0,1
SKN171K,5000,CarPlateMart,171,3,SKN,K,7,0,0
SFV9989B,5000,CarPlateMart,9989,4,SFV,B,8,0,1
SKB511B,5000,CarPlateMart,511,3,SKB,B,7,0,1
SME7171M,5000,CarPlateMart,7171,4,SME,M,8,0,0
SBZ969U,5000,CarPlateMart,969,3,SBZ,U,7,0,0
SGT9161X,5000,CarPlateMart,9161,4,SGT,X,8,0,0
SLR7200G,5000,CarPlateMart,7200,4,SLR,G,8,0,1
SDG133R,5000,CarPlateMart,133,3,SDG,R,7,0,1
SGR2332B,5000,CarPlateMart,2332,4,SGR,B,8,0,1
SDL728Z,5000,CarPlateMart,728,3,SDL,Z,7,0,0
SJU6260Y,5000,CarPlateMart,6260,4,SJU,Y,8,0,0
SMF7676T,5000,CarPlateMart,7676,4,SMF,T,8,0,0
SJW380M,5000,CarPlateMart,380,3,SJW,M,7,0,0
SBU1238R,5000,CarPlateMart,1238,4,SBU,R,8,0,0
SKH5000U,5000,CarPlateMart,5000,4,SKH,U,8,0,1
FBB9999A,4999,Carplate,9999,4,FBB,A,8,1,1
SMS1199F,4988,Carplate,1199,4,SMS,F,8,0,1
SNC97P,4988,SGCarMart,97,2,SNC,P,6,0,0
SKX6996E,4949,Carplate,6996,4,SKX,E,8,0,1
SDW42K,4900,Carplate,42,2,SDW,K,6,0,0
SLW49Y,4900,CarPlateMart,49,2,SLW,Y,6,0,0
SDW42K,4900,CarPlateMart,42,2,SDW,K,6,0,0
SJE1221C,4890,SGCarMart,1221,4,SJE,C,8,0,1
SKD48L,4888,Carplate,48,2,SKD,L,6,0,0
SBT4888A,4888,Carplate,4888,4,SBT,A,8,0,1
SDL9000E,4888,Carplate,9000,4,SDL,E,8,0,1
SKA7733L,4888,Carplate,7733,4,SKA,L,8,0,1
SMC9888B,4888,Carplate,9888,4,SMC,B,8,0,1
SDQ2888E,4888,Carplate,2888,4,SDQ,E,8,0,1
SNB144S,4888,Carplate,144,3,SNB,S,7,0,1
SJR3113A,4888,Carplate,3113,4,SJR,A,8,0,1
SMX3838A,4888,Carplate,3838,4,SMX,A,8,0,0
SJW2424H,4888,Carplate,2424,4,SJW,H,8,0,0
SMX5445L,4888,Carplate,5445,4,SMX,L,8,0,1
SKA5511Z,4888,Carplate,5511,4,SKA,Z,8,0,1
SJY419B,4888,Carplate,419,3,SJY,B,7,0,0
SMM4999U,4888,Carplate,4999,4,SMM,U,8,0,1
SLU47M,4888,Carplate,47,2,SLU,M,6,0,0
SMC7959T,4888,Carplate,7959,4,SMC,T,8,0,0
SJT1898X,4888,Carplate,1898,4,SJT,X,8,0,0
SDA7666E,4888,Carplate,7666,4,SDA,E,8,0,1
SJQ8488R,4888,Carplate,8488,4,SJQ,R,8,0,1
FBK55K,4888,Carplate,55,2,FBK,K,6,1,1
SKT848K,4888,Carplate,848,3,SKT,K,7,0,0
SMC1610M,4888,Carplate,1610,4,SMC,M,8,0,0
SKU42M,4888,Carplate,42,2,SKU,M,6,0,0
SKK6116Y,4888,Carplate,6116,4,SKK,Y,8,0,1
SKU2008A,4888,Carplate,2008,4,SKU,A,8,0,1
SDM8298P,4888,Carplate,8298,4,SDM,P,8,0,0
SCN8880P,4888,SGCarMart,8880,4,SCN,P,8,0,1
SKE8880S,4888,SGCarMart,8880,4,SKE,S,8,0,1
SLN94M,4888,SGCarMart,94,2,SLN,M,6,0,0
SNB2828P,4888,SGCarMart,2828,4,SNB,P,8,0,0
SDB458E,4888,SGCarMart,458,3,SDB,E,7,0,0
SGD7997Z,4888,SGCarMart,7997,4,SGD,Z,8,0,1
SMZ5588Y,4888,SGCarMart,5588,4,SMZ,Y,8,0,1
SMF3388B,4888,SGCarMart,3388,4,SMF,B,8,0,1
SMH1001U,4888,SGCarMart,1001,4,SMH,U,8,0,1
SJJ103R,4888,CarPlateMart,103,3,SJJ,R,7,0,0
SLX885U,4888,CarPlateMart,885,3,SLX,U,7,0,1
SMS661M,4888,CarPlateMart,661,3,SMS,M,7,0,1
SNB2688B,4888,CarPlateMart,2688,4,SNB,B,8,0,1
SKW8989T,4888,CarPlateMart,8989,4,SKW,T,8,0,0
SNA8889D,4888,CarPlateMart,8889,4,SNA,D,8,0,1
SMX8488T,4888,CarPlateMart,8488,4,SMX,T,8,0,1
SKL688Y,4888,CarPlateMart,688,3,SKL,Y,7,0,1
SGS893G,4888,CarPlateMart,893,3,SGS,G,7,0,0
SLD780T,4888,CarPlateMart,780,3,SLD,T,7,0,0
SKK2799C,4888,CarPlateMart,2799,4,SKK,C,8,0,1
SCZ8886K,4888,CarPlateMart,8886,4,SCZ,K,8,0,1
SLV268L,4888,CarPlateMart,268,3,SLV,L,7,0,0
SLC4884G,4884,CarPlateMart,4884,4,SLC,G,8,0,1
SDK800C,4880,CarPlateMart,800,3,SDK,C,7,0,1
SMC8484P,4848,CarPlateMart,8484,4,SMC,P,8,0,0
SDX8789G,4800,Carplate,8789,4,SDX,G,8,0,0
SMC6006A,4800,Carplate,6006,4,SMC,A,8,0,1
SLV8877B,4800,Carplate,8877,4,SLV,B,8,0,1
SMV1773B,4800,Carplate,1773,4,SMV,B,8,0,1
SBW3880L,4800,Carplate,3880,4,SBW,L,8,0,1
GBL16T,4800,Carplate,16,2,GBL,T,6,0,0
SGP860S,4800,Carplate,860,3,SGP,S,7,0,0
SCW109P,4800,Carplate,109,3,SCW,P,7,0,0
SLX64Y,4800,Carplate,64,2,SLX,Y,6,0,0
SLL3833M,4800,Carplate,3833,4,SLL,M,8,0,1
SKZ8000E,4800,Carplate,8000,4,SKZ,E,8,0,1
SJC148Z,4800,Carplate,148,3,SJC,Z,7,0,0
SNC2288S,4800,SGCarMart,2288,4,SNC,S,8,0,1
SNC54M,4800,SGCarMart,54,2,SNC,M,6,0,0
SNB5000R,4800,SGCarMart,5000,4,SNB,R,8,0,1
SMZ788U,4800,SGCarMart,788,3,SMZ,U,7,0,1
GBB89K,4800,SGCarMart,89,2,GBB,K,6,0,0
SMJ8898S,4800,SGCarMart,8898,4,SMJ,S,8,0,1
SML228T,4800,SGCarMart,228,3,SML,T,7,0,1
SNA2228B,4800,SGCarMart,2228,4,SNA,B,8,0,1
SNA64U,4800,SGCarMart,64,2,SNA,U,6,0,0
SMK9898E,4800,SGCarMart,9898,4,SMK,E,8,0,0
SMK889R,4800,SGCarMart,889,3,SMK,R,7,0,1
SNF3888M,4800,SGCarMart,3888,4,SNF,M,8,0,1
SNF7888L,4800,SGCarMart,7888,4,SNF,L,8,0,1
SNF8889C,4800,SGCarMart,8889,4,SNF,C,8,0,1
SNF588Z,4800,SGCarMart,588,3,SNF,Z,7,0,1
SNE1234T,4800,SGCarMart,1234,4,SNE,T,8,0,0
SNE1788L,4800,SGCarMart,1788,4,SNE,L,8,0,1
SNE2121D,4800,SGCarMart,2121,4,SNE,D,8,0,0
SNE6688J,4800,SGCarMart,6688,4,SNE,J,8,0,1
SNE8787T,4800,SGCarMart,8787,4,SNE,T,8,0,0
SNF6868B,4800,SGCarMart,6868,4,SNF,B,8,0,0
SNF1188M,4800,SGCarMart,1188,4,SNF,M,8,0,1
SNE2228E,4800,SGCarMart,2228,4,SNE,E,8,0,1
SNE41P,4800,SGCarMart,41,2,SNE,P,6,0,0
SND388U,4800,SGCarMart,388,3,SND,U,7,0,1
SND9888J,4800,SGCarMart,9888,4,SND,J,8,0,1
SKQ41L,4800,CarPlateMart,41,2,SKQ,L,6,0,0
SLR8188C,4800,CarPlateMart,8188,4,SLR,C,8,0,1
SMT616P,4800,CarPlateMart,616,3,SMT,P,7,0,0
SFF1238Y,4800,CarPlateMart,1238,4,SFF,Y,8,0,0
SMW420X,4800,CarPlateMart,420,3,SMW,X,7,0,0
SBQ8804G,4800,CarPlateMart,8804,4,SBQ,G,8,0,1
SGW339U,4800,CarPlateMart,339,3,SGW,U,7,0,1
SDV131S,4800,CarPlateMart,131,3,SDV,S,7,0,0
SJM5151C,4800,CarPlateMart,5151,4,SJM,C,8,0,0
SGV41H,4800,CarPlateMart,41,2,SGV,H,6,0,0
SJJ3308Y,4800,CarPlateMart,3308,4,SJJ,Y,8,0,1
SJN1186Z,4800,CarPlateMart,1186,4,SJN,Z,8,0,1
SMY7778H,4777,Carplate,7778,4,SMY,H,8,0,1
SBY2717Y,4777,Carplate,2717,4,SBY,Y,8,0,0
SJV4774P,4774,Carplate,4774,4,SJV,P,8,0,1
SMJ699C,4699,CarPlateMart,699,3,SMJ,C,7,0,1
SKR8118S,4688,Carplate,8118,4,SKR,S,8,0,1
SBR5515E,4688,Carplate,5515,4,SBR,E,8,0,1
SLR998J,4688,Carplate,998,3,SLR,J,7,0,1
SGS9119A,4688,Carplate,9119,4,SGS,A,8,0,1
SMQ121R,4688,Carplate,121,3,SMQ,R,7,0,0
SGM1668R,4668,CarPlateMart,1668,4,SGM,R,8,0,1
SMJ46L,4646,Carplate,46,2,SMJ,L,6,0,0
SMY1133H,4588,Carplate,1133,4,SMY,H,8,0,1
SGY8811J,4588,Carplate,8811,4,SGY,J,8,0,1
SLP54T,4588,CarPlateMart,54,2,SLP,T,6,0,0
SGM2881J,4588,CarPlateMart,2881,4,SGM,J,8,0,1
SNE656R,4555,SGCarMart,656,3,SNE,R,7,0,0
FBG2691G,4500,Carplate,2691,4,FBG,G,8,0,0
SMK388U,4500,Carplate,388,3,SMK,U,7,0,1
SGD3308P,4500,Carplate,3308,4,SGD,P,8,0,1
SMP998H,4500,Carplate,998,3,SMP,H,7,0,1
SGM2727Y,4500,Carplate,2727,4,SGM,Y,8,0,0
SJQ960X,4500,Carplate,960,3,SJQ,X,7,0,0
SJE2332J,4500,Carplate,2332,4,SJE,J,8,0,1
SKB74X,4500,Carplate,74,2,SKB,X,6,0,0
SBK3300H,4500,SGCarMart,3300,4,SBK,H,8,0,1
SJZ186S,4500,CarPlateMart,186,3,SJZ,S,7,0,0
SFW8828J,4500,CarPlateMart,8828,4,SFW,J,8,0,1
SDK1288A,4500,CarPlateMart,1288,4,SDK,A,8,0,1
SMP998H,4500,CarPlateMart,998,3,SMP,H,7,0,1
SKT902L,4500,CarPlateMart,902,3,SKT,L,7,0,0
SLV8288B,4500,CarPlateMart,8288,4,SLV,B,8,0,1
SDP169R,4500,CarPlateMart,169,3,SDP,R,7,0,0
SFZ989P,4500,CarPlateMart,989,3,SFZ,P,7,0,0
SKQ300P,4500,CarPlateMart,300,3,SKQ,P,7,0,1
SKE9996L,4500,CarPlateMart,9996,4,SKE,L,8,0,1
SLF186Z,4500,CarPlateMart,186,3,SLF,Z,7,0,0
SFK300Y,4500,CarPlateMart,300,3,SFK,Y,7,0,1
SMA150R,4500,CarPlateMart,150,3,SMA,R,7,0,0
SCP8111R,4500,CarPlateMart,8111,4,SCP,R,8,0,1
SMV8585G,4488,CarPlateMart,8585,4,SMV,G,8,0,0
SGA4466A,4466,CarPlateMart,4466,4,SGA,A,8,0,1
SKB4448A,4448,Carplate,4448,4,SKB,A,8,0,1
SMZ4446E,4446,Carplate,4446,4,SMZ,E,8,0,1
SMA4000P,4444,Carplate,4000,4,SMA,P,8,0,1
FBD90U,4444,Carplate,90,2,FBD,U,6,0,0
SJD4444L,4444,CarPlateMart,4444,4,SJD,L,8,1,1
SNC991H,4388,SGCarMart,991,3,SNC,H,7,0,1
SNC73H,4388,SGCarMart,73,2,SNC,H,6,0,0
SMW73P,4388,SGCarMart,73,2,SMW,P,6,0,0
SNE8833T,4388,SGCarMart,8833,4,SNE,T,8,0,1
SKJ9669D,4388,CarPlateMart,9669,4,SKJ,D,8,0,1
SGW1331J,4388,CarPlateMart,1331,4,SGW,J,8,0,1
SGR5252D,4388,CarPlateMart,5252,4,SGR,D,8,0,0
SGM1668R,4300,Carplate,1668,4,SGM,R,8,0,1
SKG2121D,4300,Carplate,2121,4,SKG,D,8,0,0
SMM9990K,4300,SGCarMart,9990,4,SMM,K,8,0,1
SNA3338K,4300,SGCarMart,3338,4,SNA,K,8,0,1
SNE3000M,4300,SGCarMart,3000,4,SNE,M,8,0,1
SLN4424T,4300,CarPlateMart,4424,4,SLN,T,8,0,1
SLV6877P,4300,CarPlateMart,6877,4,SLV,P,8,0,1
SCA301R,4300,CarPlateMart,301,3,SCA,R,7,0,0
SJE2332J,4300,CarPlateMart,2332,4,SJE,J,8,0,1
SLV5558S,4288,Carplate,5558,4,SLV,S,8,0,1
SLQ2000E,4288,Carplate,2000,4,SLQ,E,8,0,1
SND1088D,4288,SGCarMart,1088,4,SND,D,8,0,1
SNF616B,4288,CarPlateMart,616,3,SNF,B,7,0,0
SLW9111R,4288,CarPlateMart,9111,4,SLW,R,8,0,1
SMS5959Y,4288,CarPlateMart,5959,4,SMS,Y,8,0,0
SKE5888R,4288,CarPlateMart,5888,4,SKE,R,8,0,1
SJJ2244D,4224,SGCarMart,2244,4,SJJ,D,8,0,1
SJE8866X,4188,Carplate,8866,4,SJE,X,8,0,1
SNE74U,4188,SGCarMart,74,2,SNE,U,6,0,0
SNE300S,4188,SGCarMart,300,3,SNE,S,7,0,1
SNE46B,4188,SGCarMart,46,2,SNE,B,6,0,0
SND8383E,4188,SGCarMart,8383,4,SND,E,8,0,0
SMT123U,4123,Carplate,123,3,SMT,U,7,0,0
SFM4114T,4114,Carplate,4114,4,SFM,T,8,0,1
SJQ1100E,4100,Carplate,1100,4,SJQ,E,8,0,1
SGV41H,4100,Carplate,41,2,SGV,H,6,0,0
SMN868K,4100,SGCarMart,868,3,SMN,K,7,0,0
SMN700K,4100,SGCarMart,700,3,SMN,K,7,0,1
SMN79X,4100,SGCarMart,79,2,SMN,X,6,0,0
SFD6060U,4088,CarPlateMart,6060,4,SFD,U,8,0,0
SDV4008P,4008,CarPlateMart,4008,4,SDV,P,8,0,1
SDX848Y,4000,Carplate,848,3,SDX,Y,7,0,0
SGJ9944G,4000,Carplate,9944,4,SGJ,G,8,0,1
AP4119U,4000,Carplate,4119,4,AP,U,7,0,1
SLP1000S,4000,Carplate,1000,4,SLP,S,8,0,1
SGH4000Z,4000,Carplate,4000,4,SGH,Z,8,0,1
FBK4321R,4000,Carplate,4321,4,FBK,R,8,0,0
SCM262G,4000,Carplate,262,3,SCM,G,7,0,0
SLR226D,4000,Carplate,226,3,SLR,D,7,0,1
SJU255C,4000,Carplate,255,3,SJU,C,7,0,1
SGR535X,4000,Carplate,535,3,SGR,X,7,0,0
SKT4484A,4000,Carplate,4484,4,SKT,A,8,0,1
SGZ3288Y,4000,Carplate,3288,4,SGZ,Y,8,0,1
SLJ516J,4000,Carplate,516,3,SLJ,J,7,0,0
FE1234M,4000,Carplate,1234,4,FE,M,7,0,0
SDV2000Z,4000,Carplate,2000,4,SDV,Z,8,0,1
SJE3443R,4000,Carplate,3443,4,SJE,R,8,0,1
SKR6167M,4000,Carplate,6167,4,SKR,M,8,0,0
SKM1011M,4000,Carplate,1011,4,SKM,M,8,0,1
SGJ8007T,4000,Carplate,8007,4,SGJ,T,8,0,1
SFE5252J,4000,Carplate,5252,4,SFE,J,8,0,0
SBV7887Y,4000,Carplate,7887,4,SBV,Y,8,0,1
SGP3300Y,4000,CarPlateMart,3300,4,SGP,Y,8,0,1
SBR6007Z,4000,CarPlateMart,6007,4,SBR,Z,8,0,1
SJC7100P,4000,CarPlateMart,7100,4,SJC,P,8,0,1
SJM751D,4000,CarPlateMart,751,3,SJM,D,7,0,0
SCJ8999C,4000,CarPlateMart,8999,4,SCJ,C,8,0,1
SFE5656C,4000,CarPlateMart,5656,4,SFE,C,8,0,0
SGK5858T,4000,CarPlateMart,5858,4,SGK,T,8,0,0
SKA288B,4000,CarPlateMart,288,3,SKA,B,7,0,1
SBP8777G,4000,CarPlateMart,8777,4,SBP,G,8,0,1
SLC8718C,4000,CarPlateMart,8718,4,SLC,C,8,0,0
SGD6699R,4000,CarPlateMart,6699,4,SGD,R,8,0,1
SGN47J,4000,CarPlateMart,47,2,SGN,J,6,0,0
SDU8687H,4000,CarPlateMart,8687,4,SDU,H,8,0,0
SLP8248Z,4000,CarPlateMart,8248,4,SLP,Z,8,0,0
SML6060U,4000,CarPlateMart,6060,4,SML,U,8,0,0
SLX7770X,4000,CarPlateMart,7770,4,SLX,X,8,0,1
SJR6161R,4000,CarPlateMart,6161,4,SJR,R,8,0,0
SLG5356L,4000,CarPlateMart,5356,4,SLG,L,8,0,0
SLS6969Z,4000,CarPlateMart,6969,4,SLS,Z,8,0,0
SKQ7974Z,4000,CarPlateMart,7974,4,SKQ,Z,8,0,0
SJU4700H,4000,CarPlateMart,4700,4,SJU,H,8,0,1
SMP8488P,4000,CarPlateMart,8488,4,SMP,P,8,0,1
SNB525B,3999,Carplate,525,3,SNB,B,7,0,0
SGT3999K,3999,Carplate,3999,4,SGT,K,8,0,1
SJL8282T,3999,Carplate,8282,4,SJL,T,8,0,0
SJG9299R,3999,Carplate,9299,4,SJG,R,8,0,1
SNF818K,3999,SGCarMart,818,3,SNF,K,7,0,0
SJG9299R,3999,CarPlateMart,9299,4,SJG,R,8,0,1
SGH3998B,3998,Carplate,3998,4,SGH,B,8,0,1
SJM9993M,3993,Carplate,9993,4,SJM,M,8,0,1
SGT7700D,3990,SGCarMart,7700,4,SGT,D,8,0,1
SMM8296M,3988,Carplate,8296,4,SMM,M,8,0,0
SMZ3988P,3988,Carplate,3988,4,SMZ,P,8,0,1
SNB103K,3988,SGCarMart,103,3,SNB,K,7,0,0
SNF3000H,3988,SGCarMart,3000,4,SNF,H,8,0,1
SND9898E,3988,SGCarMart,9898,4,SND,E,8,0,0
SCR1138A,3988,CarPlateMart,1138,4,SCR,A,8,0,1
SKN6000G,3900,Carplate,6000,4,SKN,G,8,0,1
SDY207S,3888,Carplate,207,3,SDY,S,7,0,0
SDX728K,3888,Carplate,728,3,SDX,K,7,0,0
SNE558R,3888,Carplate,558,3,SNE,R,7,0,1
SLL551X,3888,Carplate,551,3,SLL,X,7,0,1
SGK6886E,3888,Carplate,6886,4,SGK,E,8,0,1
SFP8188J,3888,Carplate,8188,4,SFP,J,8,0,1
SBA7557K,3888,Carplate,7557,4,SBA,K,8,0,1
SMQ106K,3888,Carplate,106,3,SMQ,K,7,0,0
SND196G,3888,Carplate,196,3,SND,G,7,0,0
SMT3535U,3888,Carplate,3535,4,SMT,U,8,0,0
SLM2882Y,3888,Carplate,2882,4,SLM,Y,8,0,1
SFG5151G,3888,Carplate,5151,4,SFG,G,8,0,0
SGN6166J,3888,Carplate,6166,4,SGN,J,8,0,1
SBG6667B,3888,Carplate,6667,4,SBG,B,8,0,1
SGM198L,3888,Carplate,198,3,SGM,L,7,0,0
SMG186G,3888,Carplate,186,3,SMG,G,7,0,0
SKQ288S,3888,Carplate,288,3,SKQ,S,7,0,1
SJF288L,3888,Carplate,288,3,SJF,L,7,0,1
SKA288B,3888,Carplate,288,3,SKA,B,7,0,1
SDY223U,3888,Carplate,223,3,SDY,U,7,0,1
SNE788T,3888,Carplate,788,3,SNE,T,7,0,1
SJY2928K,3888,Carplate,2928,4,SJY,K,8,0,0
SFE5656C,3888,Carplate,5656,4,SFE,C,8,0,0
SKG119A,3888,Carplate,119,3,SKG,A,7,0,1
FBM111X,3888,Carplate,111,3,FBM,X,7,1,1
SNA4587B,3888,Carplate,4587,4,SNA,B,8,0,0
SLC3030K,3888,Carplate,3030,4,SLC,K,8,0,0
GBL3333H,3888,Carplate,3333,4,GBL,H,8,1,1
SMA9990Z,3888,Carplate,9990,4,SMA,Z,8,0,1
SMS3733U,3888,Carplate,3733,4,SMS,U,8,0,1
SNA411B,3888,Carplate,411,3,SNA,B,7,0,1
SNB7117A,3888,Carplate,7117,4,SNB,A,8,0,1
SMR2388U,3888,Carplate,2388,4,SMR,U,8,0,1
SJN626C,3888,Carplate,626,3,SJN,C,7,0,0
SLV2929A,3888,Carplate,2929,4,SLV,A,8,0,0
SBM5693A,3888,Carplate,5693,4,SBM,A,8,0,0
SMW219L,3888,Carplate,219,3,SMW,L,7,0,0
GZ6000R,3888,Carplate,6000,4,GZ,R,7,0,1
SJU6789P,3888,Carplate,6789,4,SJU,P,8,0,0
SJV6789J,3888,Carplate,6789,4,SJV,J,8,0,0
SJW6789D,3888,Carplate,6789,4,SJW,D,8,0,0
SMV610U,3888,Carplate,610,3,SMV,U,7,0,0
SLR253A,3888,Carplate,253,3,SLR,A,7,0,0
SMV181R,3888,Carplate,181,3,SMV,R,7,0,0
SJD300U,3888,Carplate,300,3,SJD,U,7,0,1
SBQ9955Y,3888,Carplate,9955,4,SBQ,Y,8,0,1
SLX5599M,3888,Carplate,5599,4,SLX,M,8,0,1
SJD626E,3888,Carplate,626,3,SJD,E,7,0,0
SDW2000T,3888,Carplate,2000,4,SDW,T,8,0,1
SLZ2272P,3888,Carplate,2272,4,SLZ,P,8,0,1
SMV9969B,3888,Carplate,9969,4,SMV,B,8,0,1
SMV6999J,3888,Carplate,6999,4,SMV,J,8,0,1
SFF460C,3888,Carplate,460,3,SFF,C,7,0,0
SLD321K,3888,Carplate,321,3,SLD,K,7,0,0
SGN6880E,3888,Carplate,6880,4,SGN,E,8,0,1
SBR766E,3888,Carplate,766,3,SBR,E,7,0,1
SBZ8198A,3888,Carplate,8198,4,SBZ,A,8,0,0
SDB151P,3888,Carplate,151,3,SDB,P,7,0,0
SLA9898U,3888,Carplate,9898,4,SLA,U,8,0,0
SKS9444M,3888,Carplate,9444,4,SKS,M,8,0,1
SJQ8880R,3888,Carplate,8880,4,SJQ,R,8,0,1
SMX588R,3888,Carplate,588,3,SMX,R,7,0,1
SMX9119C,3888,Carplate,9119,4,SMX,C,8,0,1
SLM9911B,3888,Carplate,9911,4,SLM,B,8,0,1
SKF1967S,3888,Carplate,1967,4,SKF,S,8,0,0
SLW117J,3888,Carplate,117,3,SLW,J,7,0,1
SME8338T,3888,Carplate,8338,4,SME,T,8,0,1
SMS8558B,3888,Carplate,8558,4,SMS,B,8,0,1
SKL3232J,3888,Carplate,3232,4,SKL,J,8,0,0
GBD15M,3888,Carplate,15,2,GBD,M,6,0,0
FBN20U,3888,Carplate,20,2,FBN,U,6,0,0
SLK693A,3888,Carplate,693,3,SLK,A,7,0,0
SMU7770A,3888,Carplate,7770,4,SMU,A,8,0,1
SLV208K,3888,Carplate,208,3,SLV,K,7,0,0
SJL7788H,3888,Carplate,7788,4,SJL,H,8,0,1
SJG3878j,3888,Carplate,3878,4,SJG,j,8,0,0
SLM3993D,3888,Carplate,3993,4,SLM,D,8,0,1
SKS2077K,3888,Carplate,2077,4,SKS,K,8,0,1
SJU1133P,3888,Carplate,1133,4,SJU,P,8,0,1
FBN19A,3888,Carplate,19,2,FBN,A,6,0,0
SDH49X,3888,Carplate,49,2,SDH,X,6,0,0
SMR367T,3888,Carplate,367,3,SMR,T,7,0,0
SMF7070R,3888,Carplate,7070,4,SMF,R,8,0,0
SMQ7771T,3888,Carplate,7771,4,SMQ,T,8,0,1
SKG8333U,3888,Carplate,8333,4,SKG,U,8,0,1
SMH789L,3888,Carplate,789,3,SMH,L,7,0,0
SKG858A,3888,Carplate,858,3,SKG,A,7,0,0
SLZ809E,3888,Carplate,809,3,SLZ,E,7,0,0
SJY3355G,3888,Carplate,3355,4,SJY,G,8,0,1
SFG109M,3888,Carplate,109,3,SFG,M,7,0,0
SLF6060M,3888,Carplate,6060,4,SLF,M,8,0,0
SML6060U,3888,Carplate,6060,4,SML,U,8,0,0
SKX3298G,3888,Carplate,3298,4,SKX,G,8,0,0
SLQ938M,3888,Carplate,938,3,SLQ,M,7,0,0
SLQ778H,3888,Carplate,778,3,SLQ,H,7,0,1
SJV7755A,3888,Carplate,7755,4,SJV,A,8,0,1
SLV9900K,3888,Carplate,9900,4,SLV,K,8,0,1
SMN8600M,3888,Carplate,8600,4,SMN,M,8,0,1
SMJ699C,3888,Carplate,699,3,SMJ,C,7,0,1
SFQ7744E,3888,Carplate,7744,4,SFQ,E,8,0,1
SMF48C,3888,Carplate,48,2,SMF,C,6,0,0
SGT8833Y,3888,Carplate,8833,4,SGT,Y,8,0,1
SLM6800H,3888,Carplate,6800,4,SLM,H,8,0,1
SME163H,3888,Carplate,163,3,SME,H,7,0,0
SFV3883L,3888,Carplate,3883,4,SFV,L,8,0,1
FR8188Z,3888,Carplate,8188,4,FR,Z,7,0,1
SMA7000U,3888,Carplate,7000,4,SMA,U,8,0,1
SMA1515R,3888,Carplate,1515,4,SMA,R,8,0,0
SDE133B,3888,Carplate,133,3,SDE,B,7,0,1
SMJ618L,3888,Carplate,618,3,SMJ,L,7,0,0
SGD163J,3888,Carplate,163,3,SGD,J,7,0,0
SJL6161Y,3888,Carplate,6161,4,SJL,Y,8,0,0
SMF6100U,3888,Carplate,6100,4,SMF,U,8,0,1
SGG2345Y,3888,Carplate,2345,4,SGG,Y,8,0,0
SKZ7171B,3888,Carplate,7171,4,SKZ,B,8,0,0
SKQ242Z,3888,Carplate,242,3,SKQ,Z,7,0,0
SKP232H,3888,Carplate,232,3,SKP,H,7,0,0
SJS692J,3888,Carplate,692,3,SJS,J,7,0,0
