,CarPlate,Price,Company,Number,Number of digits,Front Characters,Suffix characters,Total number of characters,Same digit througout,Sub repeated digits,Auspicious,First Letter,suffix_number,first_letter,Antique,Price Range,Natural_break,number_group
1890,SCP1188R,5888,CarPlateMart,1188,4,SCP,R,8,0,1,1,S,8,18,0,5,2,11
1891,SGQ8778P,5888,CarPlateMart,8778,4,SGQ,P,8,0,1,1,S,9,18,0,5,2,45
1892,SMF79M,5888,CarPlateMart,79,2,SMF,M,6,0,0,0,S,10,18,0,5,2,2
1893,SMP41T,5888,CarPlateMart,41,2,SMP,T,6,0,0,0,S,6,18,0,5,2,1
1894,SGD8333H,5888,CarPlateMart,8333,4,SGD,H,8,0,1,1,S,14,18,0,5,2,42
1895,SGA59T,5888,CarPlateMart,59,2,SGA,T,6,0,0,0,S,6,18,0,5,2,2
1896,SJY523H,5888,CarPlateMart,523,3,SJY,H,7,0,0,0,S,14,18,0,5,2,6
1897,SDG112B,5888,CarPlateMart,112,3,SDG,B,7,0,1,0,S,19,18,0,5,2,2
1898,SBF54P,5888,CarPlateMart,54,2,SBF,P,6,0,0,0,S,9,18,0,5,2,1
1899,SDM8100B,5888,CarPlateMart,8100,4,SDM,B,8,0,1,1,S,19,18,0,5,2,41
1900,SKL8228P,5888,CarPlateMart,8228,4,SKL,P,8,0,1,1,S,9,18,0,5,2,42
1901,SDG6565M,5888,CarPlateMart,6565,4,SDG,M,8,0,0,0,S,10,18,0,5,2,34
1902,SLM8886Y,5886,CarPlateMart,8886,4,SLM,Y,8,0,1,1,S,3,18,0,5,2,45
1903,SMT3858M,5838,Carplate,3858,4,SMT,M,8,0,0,1,S,10,18,0,5,2,24
1904,SDU2888J,5800,Carplate,2888,4,SDU,J,8,0,1,1,S,13,18,0,5,2,19
1905,SBG686K,5800,Carplate,686,3,SBG,K,7,0,0,1,S,12,18,0,5,2,7
1906,SKD138K,5800,Carplate,138,3,SKD,K,7,0,0,1,S,12,18,0,5,2,2
1908,SDR1630H,5800,Carplate,1630,4,SDR,H,8,0,0,0,S,14,18,0,5,2,13
1909,SKK578L,5800,Carplate,578,3,SKK,L,7,0,0,1,S,11,18,0,5,2,6
1910,SLX1118U,5800,Carplate,1118,4,SLX,U,8,0,1,1,S,5,18,0,5,2,11
1911,SLQ7778L,5800,Carplate,7778,4,SLQ,L,8,0,1,1,S,11,18,0,5,2,39
1912,SKM975U,5800,Carplate,975,3,SKM,U,7,0,0,0,S,5,18,0,5,2,10
1913,SGW6000G,5800,Carplate,6000,4,SGW,G,8,0,1,0,S,15,18,0,5,2,31
1914,SKA979R,5800,Carplate,979,3,SKA,R,7,0,0,0,S,8,18,0,5,2,10
1915,SDA899X,5800,SGCarMart,899,3,SDA,X,7,0,1,1,S,4,18,0,5,2,9
1916,SNC62P,5800,SGCarMart,62,2,SNC,P,6,0,0,0,S,9,18,0,5,2,2
1917,SNC50Z,5800,SGCarMart,50,2,SNC,Z,6,0,0,0,S,2,18,0,5,2,1
1918,SMY300Z,5800,SGCarMart,300,3,SMY,Z,7,0,1,0,S,2,18,0,5,2,4
1919,SDB87S,5800,SGCarMart,87,2,SDB,S,6,0,0,1,S,7,18,0,5,2,2
1920,SDE46U,5800,SGCarMart,46,2,SDE,U,6,0,0,0,S,5,18,0,5,2,1
1921,SML108G,5800,SGCarMart,108,3,SML,G,7,0,0,1,S,15,18,0,5,2,2
1922,SML71C,5800,SGCarMart,71,2,SML,C,6,0,0,0,S,18,18,0,5,2,2
1923,SJT79A,5800,SGCarMart,79,2,SJT,A,6,0,0,0,S,1,18,0,5,2,2
1924,SLW95M,5800,SGCarMart,95,2,SLW,M,6,0,0,0,S,10,18,0,5,2,2
1925,SNE42L,5800,SGCarMart,42,2,SNE,L,6,0,0,0,S,11,18,0,5,2,1
1926,SNE60J,5800,SGCarMart,60,2,SNE,J,6,0,0,0,S,13,18,0,5,2,2
1927,SBW3263T,5800,SGCarMart,3263,4,SBW,T,8,0,0,0,S,6,18,0,5,2,21
1928,SND67X,5800,SGCarMart,67,2,SND,X,6,0,0,0,S,4,18,0,5,2,2
1929,SJV303S,5800,CarPlateMart,303,3,SJV,S,7,0,0,0,S,7,18,0,5,2,4
1930,SDU2888J,5800,CarPlateMart,2888,4,SDU,J,8,0,1,1,S,13,18,0,5,2,19
1931,SKD138K,5800,CarPlateMart,138,3,SKD,K,7,0,0,1,S,12,18,0,5,2,2
1932,SKC1000Y,5800,CarPlateMart,1000,4,SKC,Y,8,0,1,0,S,3,18,0,5,2,10
1933,SLS330E,5800,CarPlateMart,330,3,SLS,E,7,0,1,0,S,16,18,0,5,2,4
1934,SGB5454Y,5800,CarPlateMart,5454,4,SGB,Y,8,0,0,0,S,3,18,0,5,2,30
1935,SGT3773U,5800,CarPlateMart,3773,4,SGT,U,8,0,1,0,S,5,18,0,5,2,24
1936,SLA330A,5800,CarPlateMart,330,3,SLA,A,7,0,1,0,S,1,18,0,5,2,4
1937,SDE133B,5800,CarPlateMart,133,3,SDE,B,7,0,1,0,S,19,18,0,5,2,2
1938,SKN85B,5800,CarPlateMart,85,2,SKN,B,6,0,0,1,S,19,18,0,5,2,2
1939,SJC3335E,5800,CarPlateMart,3335,4,SJC,E,8,0,1,0,S,16,18,0,5,2,22
1940,GZ57S,5788,SGCarMart,57,2,GZ,S,5,0,0,0,G,7,6,0,5,2,1
1941,SKL4444H,5777,SGCarMart,4444,4,SKL,H,8,1,1,0,S,14,18,0,5,2,26
1942,SMY7778H,5777,CarPlateMart,7778,4,SMY,H,8,0,1,1,S,14,18,0,5,2,39
1943,SCK5577B,5700,SGCarMart,5577,4,SCK,B,8,0,1,0,S,19,18,0,5,2,30
1944,SLC57D,5700,CarPlateMart,57,2,SLC,D,6,0,0,0,S,17,18,0,5,2,1
1945,SLF47S,5700,CarPlateMart,47,2,SLF,S,6,0,0,0,S,7,18,0,5,2,1
1946,SKF53K,5700,CarPlateMart,53,2,SKF,K,6,0,0,0,S,12,18,0,5,2,1
1947,SJL6976M,5688,Carplate,6976,4,SJL,M,8,0,0,0,S,10,18,0,5,2,36
1948,SKE232R,5688,Carplate,232,3,SKE,R,7,0,0,0,S,8,18,0,5,2,3
1949,SKL8718S,5688,CarPlateMart,8718,4,SKL,S,8,0,0,1,S,7,18,0,5,2,44
1950,SMC7468T,5665,CarPlateMart,7468,4,SMC,T,8,0,0,1,S,6,18,0,5,2,38
1951,SJM5658H,5658,Carplate,5658,4,SJM,H,8,0,0,1,S,14,18,0,5,2,30
1952,SGS565D,5656,Carplate,565,3,SGS,D,7,0,0,0,S,17,18,0,5,2,6
1953,SBN400V,5600,CarPlateMart,400,3,SBN,V,7,0,1,0,S,,18,0,5,2,5
1954,SKU79H,5600,CarPlateMart,79,2,SKU,H,6,0,0,0,S,14,18,0,5,2,2
1955,SNB3434K,5588,Carplate,3434,4,SNB,K,8,0,0,0,S,12,18,0,5,2,22
1956,SMY40Z,5588,Carplate,40,2,SMY,Z,6,0,0,0,S,2,18,0,5,2,1
1957,SME9969R,5588,Carplate,9969,4,SME,R,8,0,1,0,S,8,18,0,5,2,50
1958,GZ5656E,5588,SGCarMart,5656,4,GZ,E,7,0,0,0,G,16,6,0,5,2,30
1959,SNC67B,5588,SGCarMart,67,2,SNC,B,6,0,0,0,S,19,18,0,5,2,2
1960,SND103A,5588,SGCarMart,103,3,SND,A,7,0,0,0,S,1,18,0,5,2,2
1961,SMR588Y,5588,CarPlateMart,588,3,SMR,Y,7,0,1,1,S,3,18,0,5,2,6
1962,SMY40Z,5588,CarPlateMart,40,2,SMY,Z,6,0,0,0,S,2,18,0,5,2,1
1963,SFG757S,5577,Carplate,757,3,SFG,S,7,0,0,0,S,7,18,0,5,2,8
1966,SML146X,5555,Carplate,146,3,SML,X,7,0,0,0,S,4,18,0,5,2,3
1968,GBH5555S,5555,Carplate,5555,4,GBH,S,8,1,1,0,G,7,6,0,5,2,30
1969,SMF1000H,5555,SGCarMart,1000,4,SMF,H,8,0,1,0,S,14,18,0,5,2,10
1970,SKH5353B,5555,CarPlateMart,5353,4,SKH,B,8,0,0,0,S,19,18,0,5,2,29
1971,SKF5522R,5522,Carplate,5522,4,SKF,R,8,0,1,0,S,8,18,0,5,2,30
1972,SGZ2002L,5500,Carplate,2002,4,SGZ,L,8,0,1,0,S,11,18,0,5,2,15
1973,SBV97G,5500,SGCarMart,97,2,SBV,G,6,0,0,0,S,15,18,0,5,2,2
1974,SBG6667B,5500,CarPlateMart,6667,4,SBG,B,8,0,1,0,S,19,18,0,5,2,34
1975,SLU220D,5500,CarPlateMart,220,3,SLU,D,7,0,1,0,S,17,18,0,5,2,3
1976,SNC51X,5500,CarPlateMart,51,2,SNC,X,6,0,0,0,S,4,18,0,5,2,1
1977,SJX4000D,5500,CarPlateMart,4000,4,SJX,D,8,0,1,0,S,17,18,0,5,2,25
1978,SKX819Y,5500,CarPlateMart,819,3,SKX,Y,7,0,0,1,S,3,18,0,5,2,8
1979,SLK9594T,5500,CarPlateMart,9594,4,SLK,T,8,0,0,0,S,6,18,0,5,2,49
1980,SFZ8338R,5500,CarPlateMart,8338,4,SFZ,R,8,0,1,1,S,8,18,0,5,2,42
1981,SKZ1555S,5500,CarPlateMart,1555,4,SKZ,S,8,0,1,0,S,7,18,0,5,2,13
1982,SMR8899Y,5500,CarPlateMart,8899,4,SMR,Y,8,0,1,1,S,3,18,0,5,2,45
1983,SMK54H,5488,Carplate,54,2,SMK,H,6,0,0,0,S,14,18,0,5,2,1
1984,SKH4444D,5444,SGCarMart,4444,4,SKH,D,8,1,1,0,S,17,18,0,5,2,26
1985,SKG2688K,5388,Carplate,2688,4,SKG,K,8,0,1,1,S,12,18,0,5,2,18
1986,SNB62U,5388,SGCarMart,62,2,SNB,U,6,0,0,0,S,5,18,0,5,2,2
1987,SNB71T,5388,SGCarMart,71,2,SNB,T,6,0,0,0,S,6,18,0,5,2,2
1988,SNF9911P,5388,SGCarMart,9911,4,SNF,P,8,0,1,0,S,9,18,0,5,2,50
1989,SND71H,5388,SGCarMart,71,2,SND,H,6,0,0,0,S,14,18,0,5,2,2
1990,SND62J,5388,SGCarMart,62,2,SND,J,6,0,0,0,S,13,18,0,5,2,2
1991,SFF1000R,5333,Carplate,1000,4,SFF,R,8,0,1,0,S,8,18,0,5,2,10
1992,SBP5333Z,5333,Carplate,5333,4,SBP,Z,8,0,1,0,S,2,18,0,5,2,29
1993,SBH3233J,5333,SGCarMart,3233,4,SBH,J,8,0,1,0,S,13,18,0,5,2,21
1994,SFZ525U,5250,Carplate,525,3,SFZ,U,7,0,0,0,S,5,18,0,5,2,6
1995,SND4444P,5188,SGCarMart,4444,4,SND,P,8,1,1,0,S,9,18,0,5,2,26
1996,SND900R,5188,SGCarMart,900,3,SND,R,7,0,1,0,S,8,18,0,5,2,9
1997,SND108L,5188,SGCarMart,108,3,SND,L,7,0,0,1,S,11,18,0,5,2,2
1998,SLE8883Y,5188,CarPlateMart,8883,4,SLE,Y,8,0,1,1,S,3,18,0,5,2,45
1999,SNC518S,5185,Carplate,518,3,SNC,S,7,0,0,1,S,7,18,0,5,2,6
2000,SNA5151T,5151,Carplate,5151,4,SNA,T,8,0,0,0,S,6,18,0,5,2,28
2001,SLM135J,5135,SGCarMart,135,3,SLM,J,7,0,0,0,S,13,18,0,5,2,2
2002,SJU5115R,5115,CarPlateMart,5115,4,SJU,R,8,0,1,0,S,8,18,0,5,2,28
2003,SMN138J,5100,SGCarMart,138,3,SMN,J,7,0,0,1,S,13,18,0,5,2,2
2004,SJM5050K,5050,Carplate,5050,4,SJM,K,8,0,0,0,S,12,18,0,5,2,28
2005,SNF303D,5000,Carplate,303,3,SNF,D,7,0,0,0,S,17,18,0,4,2,4
2006,SFU128J,5000,Carplate,128,3,SFU,J,7,0,0,1,S,13,18,0,4,2,2
2007,SFF6818R,5000,Carplate,6818,4,SFF,R,8,0,0,1,S,8,18,0,4,2,35
2009,SMY9989C,5000,Carplate,9989,4,SMY,C,8,0,1,1,S,18,18,0,4,2,50
2010,SGH2272T,5000,Carplate,2272,4,SGH,T,8,0,1,0,S,6,18,0,4,2,16
2011,SJQ1115M,5000,Carplate,1115,4,SJQ,M,8,0,1,0,S,10,18,0,4,2,11
2012,SJQ955L,5000,Carplate,955,3,SJQ,L,7,0,1,0,S,11,18,0,4,2,10
2013,SKP8889K,5000,Carplate,8889,4,SKP,K,8,0,1,1,S,12,18,0,4,2,45
2014,SJP5675S,5000,Carplate,5675,4,SJP,S,8,0,0,0,S,7,18,0,4,2,30
2015,SNC8866J,5000,Carplate,8866,4,SNC,J,8,0,1,1,S,13,18,0,4,2,45
2016,SMU1388K,5000,Carplate,1388,4,SMU,K,8,0,1,1,S,12,18,0,4,2,12
2017,SGA678G,5000,Carplate,678,3,SGA,G,7,0,0,1,S,15,18,0,4,2,7
2018,SMV882B,5000,Carplate,882,3,SMV,B,7,0,1,1,S,19,18,0,4,2,9
2019,SGH2211U,5000,Carplate,2211,4,SGH,U,8,0,1,0,S,5,18,0,4,2,16
2020,SGS3933E,5000,Carplate,3933,4,SGS,E,8,0,1,0,S,16,18,0,4,2,24
2021,SKZ7778B,5000,Carplate,7778,4,SKZ,B,8,0,1,1,S,19,18,0,4,2,39
2022,SGW1331J,5000,Carplate,1331,4,SGW,J,8,0,1,0,S,13,18,0,4,2,12
2023,SLE120T,5000,Carplate,120,3,SLE,T,7,0,0,0,S,6,18,0,4,2,2
2024,SMH3300T,5000,Carplate,3300,4,SMH,T,8,0,1,0,S,6,18,0,4,2,22
2025,SLP2626E,5000,Carplate,2626,4,SLP,E,8,0,0,0,S,16,18,0,4,2,18
2026,SGJ155B,5000,Carplate,155,3,SGJ,B,7,0,1,0,S,19,18,0,4,2,3
2027,SMV6663C,5000,Carplate,6663,4,SMV,C,8,0,1,0,S,18,18,0,4,2,34
2028,SJF73P,5000,Carplate,73,2,SJF,P,6,0,0,0,S,9,18,0,4,2,2
2029,SNC51X,5000,Carplate,51,2,SNC,X,6,0,0,0,S,4,18,0,4,2,1
2030,SKU5005M,5000,Carplate,5005,4,SKU,M,8,0,1,0,S,10,18,0,4,2,28
2031,SFG9977P,5000,Carplate,9977,4,SFG,P,8,0,1,0,S,9,18,0,4,2,50
2032,SKN6655S,5000,Carplate,6655,4,SKN,S,8,0,1,0,S,7,18,0,4,2,34
2033,SDG1333Z,5000,Carplate,1333,4,SDG,Z,8,0,1,0,S,2,18,0,4,2,12
2034,SMT5004Y,5000,Carplate,5004,4,SMT,Y,8,0,1,0,S,3,18,0,4,2,28
2035,SLV901S,5000,Carplate,901,3,SLV,S,7,0,0,0,S,7,18,0,4,2,9
2036,SKA747T,5000,Carplate,747,3,SKA,T,7,0,0,0,S,6,18,0,4,2,8
2037,SLR4022Z,5000,Carplate,4022,4,SLR,Z,8,0,1,0,S,2,18,0,4,2,25
2038,SMW8881x,5000,Carplate,8881,4,SMW,x,8,0,1,1,S,,18,0,4,2,45
2039,SMU6461Z,5000,Carplate,6461,4,SMU,Z,8,0,0,0,S,2,18,0,4,2,33
2040,SDP2662U,5000,Carplate,2662,4,SDP,U,8,0,1,0,S,5,18,0,4,2,18
2041,SLX7667L,5000,Carplate,7667,4,SLX,L,8,0,1,0,S,11,18,0,4,2,39
2042,SLL7979A,5000,Carplate,7979,4,SLL,A,8,0,0,0,S,1,18,0,4,2,40
2043,SLU6000H,5000,Carplate,6000,4,SLU,H,8,0,1,0,S,14,18,0,4,2,31
2044,SBT218K,5000,Carplate,218,3,SBT,K,7,0,0,1,S,12,18,0,4,2,3
2045,SKE1180A,5000,Carplate,1180,4,SKE,A,8,0,1,1,S,1,18,0,4,2,11
2047,SLV3331S,5000,Carplate,3331,4,SLV,S,8,0,1,0,S,7,18,0,4,2,22
2048,SGQ838C,5000,Carplate,838,3,SGQ,C,7,0,0,1,S,18,18,0,4,2,9
2049,SJP7711H,5000,Carplate,7711,4,SJP,H,8,0,1,0,S,14,18,0,4,2,39
2050,SKD988Z,5000,Carplate,988,3,SKD,Z,7,0,1,1,S,2,18,0,4,2,10
2051,SMG1441M,5000,Carplate,1441,4,SMG,M,8,0,1,0,S,10,18,0,4,2,12
2052,SMU499E,5000,Carplate,499,3,SMU,E,7,0,1,0,S,16,18,0,4,2,6
2053,SJC8868B,5000,Carplate,8868,4,SJC,B,8,0,1,1,S,19,18,0,4,2,45
2054,SLT3939A,5000,Carplate,3939,4,SLT,A,8,0,0,0,S,1,18,0,4,2,24
2055,SGV878K,5000,Carplate,878,3,SGV,K,7,0,0,1,S,12,18,0,4,2,9
2056,SMC9997U,5000,Carplate,9997,4,SMC,U,8,0,1,0,S,5,18,0,4,2,50
2057,SMM1312X,5000,Carplate,1312,4,SMM,X,8,0,0,0,S,4,18,0,4,2,12
2058,SGG789M,5000,Carplate,789,3,SGG,M,7,0,0,1,S,10,18,0,4,2,8
2059,SKF1681r,5000,Carplate,1681,4,SKF,r,8,0,0,1,S,,18,0,4,2,13
2060,SKS930K,5000,Carplate,930,3,SKS,K,7,0,0,0,S,12,18,0,4,2,9
2061,SDG2121L,5000,Carplate,2121,4,SDG,L,8,0,0,0,S,11,18,0,4,2,15
2062,SMK155A,5000,Carplate,155,3,SMK,A,7,0,1,0,S,1,18,0,4,2,3
2063,SJH3300D,5000,Carplate,3300,4,SJH,D,8,0,1,0,S,17,18,0,4,2,22
2064,SLN4444K,5000,Carplate,4444,4,SLN,K,8,1,1,0,S,12,18,0,4,2,26
2065,SLM200D,5000,Carplate,200,3,SLM,D,7,0,1,0,S,17,18,0,4,2,3
2066,SMS9878X,5000,Carplate,9878,4,SMS,X,8,0,0,1,S,4,18,0,4,2,50
2067,SKU960M,5000,Carplate,960,3,SKU,M,7,0,0,0,S,10,18,0,4,2,10
2068,SCN8787B,5000,Carplate,8787,4,SCN,B,8,0,0,1,S,19,18,0,4,2,45
2069,SLV399S,5000,Carplate,399,3,SLV,S,7,0,1,0,S,7,18,0,4,2,5
2071,SCL9989P,5000,Carplate,9989,4,SCL,P,8,0,1,1,S,9,18,0,4,2,50
2072,SLR915Z,5000,Carplate,915,3,SLR,Z,7,0,0,0,S,2,18,0,4,2,9
2073,SDH3888X,5000,Carplate,3888,4,SDH,X,8,0,1,1,S,4,18,0,4,2,24
2074,SGQ9989R,5000,Carplate,9989,4,SGQ,R,8,0,1,1,S,8,18,0,4,2,50
2075,SCX8448C,5000,Carplate,8448,4,SCX,C,8,0,1,1,S,18,18,0,4,2,43
2076,SGQ8400D,5000,Carplate,8400,4,SGQ,D,8,0,1,1,S,17,18,0,4,2,43
2077,SJM3663E,5000,Carplate,3663,4,SJM,E,8,0,1,0,S,16,18,0,4,2,23
2078,SJR2123C,5000,Carplate,2123,4,SJR,C,8,0,0,0,S,18,18,0,4,2,15
2079,SJU880Y,5000,Carplate,880,3,SJU,Y,7,0,1,1,S,3,18,0,4,2,9
2080,SGM43B,5000,Carplate,43,2,SGM,B,6,0,0,0,S,19,18,0,4,2,1
2081,SFA181J,5000,Carplate,181,3,SFA,J,7,0,0,1,S,13,18,0,4,2,3
2082,SKC6686K,5000,Carplate,6686,4,SKC,K,8,0,1,1,S,12,18,0,4,2,34
2083,SFD1191H,5000,Carplate,1191,4,SFD,H,8,0,1,0,S,14,18,0,4,2,11
2084,SJP4410X,5000,Carplate,4410,4,SJP,X,8,0,1,0,S,4,18,0,4,2,26
2085,SCH4000X,5000,Carplate,4000,4,SCH,X,8,0,1,0,S,4,18,0,4,2,25
2086,SGQ998Z,5000,Carplate,998,3,SGQ,Z,7,0,1,1,S,2,18,0,4,2,10
2087,SMK9966S,5000,Carplate,9966,4,SMK,S,8,0,1,0,S,7,18,0,4,2,50
2088,AU247H,5000,Carplate,247,3,AU,H,6,0,0,0,A,14,0,0,4,2,3
2089,SJG520K,5000,Carplate,520,3,SJG,K,7,0,0,0,S,12,18,0,4,2,6
2090,SME64K,5000,Carplate,64,2,SME,K,6,0,0,0,S,12,18,0,4,2,2
2091,SJP6663U,5000,Carplate,6663,4,SJP,U,8,0,1,0,S,5,18,0,4,2,34
2092,SGN3111L,5000,Carplate,3111,4,SGN,L,8,0,1,0,S,11,18,0,4,2,20
2093,SLU4200K,5000,Carplate,4200,4,SLU,K,8,0,1,0,S,12,18,0,4,2,25
2094,SKH5656C,5000,Carplate,5656,4,SKH,C,8,0,0,0,S,18,18,0,4,2,30
2095,SCR1138A,5000,Carplate,1138,4,SCR,A,8,0,1,1,S,1,18,0,4,2,11
2096,SJC3335E,5000,Carplate,3335,4,SJC,E,8,0,1,0,S,16,18,0,4,2,22
2097,SLW9771K,5000,Carplate,9771,4,SLW,K,8,0,1,0,S,12,18,0,4,2,49
2098,SFT9195K,5000,Carplate,9195,4,SFT,K,8,0,0,0,S,12,18,0,4,2,47
2099,SLF62Y,5000,Carplate,62,2,SLF,Y,6,0,0,0,S,3,18,0,4,2,2
2101,SGY42P,5000,Carplate,42,2,SGY,P,6,0,0,0,S,9,18,0,4,2,1
2102,SLT2224K,5000,Carplate,2224,4,SLT,K,8,0,1,0,S,12,18,0,4,2,16
2103,SFN169C,5000,Carplate,169,3,SFN,C,7,0,0,0,S,18,18,0,4,2,3
2104,SKE5454J,5000,Carplate,5454,4,SKE,J,8,0,0,0,S,13,18,0,4,2,30
2105,SDN2666U,5000,Carplate,2666,4,SDN,U,8,0,1,0,S,5,18,0,4,2,18
2106,SFC8811L,5000,Carplate,8811,4,SFC,L,8,0,1,1,S,11,18,0,4,2,45
2107,SLF4000A,5000,Carplate,4000,4,SLF,A,8,0,1,0,S,1,18,0,4,2,25
2108,SLX8000D,5000,Carplate,8000,4,SLX,D,8,0,1,1,S,17,18,0,4,2,40
2109,SDU317D,5000,Carplate,317,3,SDU,D,7,0,0,0,S,17,18,0,4,2,4
2110,SLV4655B,5000,Carplate,4655,4,SLV,B,8,0,1,0,S,19,18,0,4,2,27
2112,SLL8838S,5000,Carplate,8838,4,SLL,S,8,0,1,1,S,7,18,0,4,2,45
2114,SJB4088S,5000,Carplate,4088,4,SJB,S,8,0,1,1,S,7,18,0,4,2,25
2115,SDV46E,5000,Carplate,46,2,SDV,E,6,0,0,0,S,16,18,0,4,2,1
2116,SCQ339Z,5000,Carplate,339,3,SCQ,Z,7,0,1,0,S,2,18,0,4,2,4
2117,SGA6838Y,5000,Carplate,6838,4,SGA,Y,8,0,0,1,S,3,18,0,4,2,35
2118,SGW6686C,5000,Carplate,6686,4,SGW,C,8,0,1,1,S,18,18,0,4,2,34
2119,SDZ9696Z,5000,Carplate,9696,4,SDZ,Z,8,0,0,0,S,2,18,0,4,2,49
2120,SCX9666H,5000,Carplate,9666,4,SCX,H,8,0,1,0,S,14,18,0,4,2,49
2121,SKQ41L,5000,SGCarMart,41,2,SKQ,L,6,0,0,0,S,11,18,0,4,2,1
2122,SBL3033Z,5000,SGCarMart,3033,4,SBL,Z,8,0,1,0,S,2,18,0,4,2,20
2123,SKH318L,5000,CarPlateMart,318,3,SKH,L,7,0,0,1,S,11,18,0,4,2,4
2124,SJC1619A,5000,CarPlateMart,1619,4,SJC,A,8,0,0,0,S,1,18,0,4,2,13
2125,SMY6686X,5000,CarPlateMart,6686,4,SMY,X,8,0,1,1,S,4,18,0,4,2,34
2126,SJQ995L,5000,CarPlateMart,995,3,SJQ,L,7,0,1,0,S,11,18,0,4,2,10
2127,SJQ1115M,5000,CarPlateMart,1115,4,SJQ,M,8,0,1,0,S,10,18,0,4,2,11
2128,SFU128J,5000,CarPlateMart,128,3,SFU,J,7,0,0,1,S,13,18,0,4,2,2
2129,SJQ955L,5000,CarPlateMart,955,3,SJQ,L,7,0,1,0,S,11,18,0,4,2,10
2130,SNF303D,5000,CarPlateMart,303,3,SNF,D,7,0,0,0,S,17,18,0,4,2,4
2131,SJQ345Y,5000,CarPlateMart,345,3,SJQ,Y,7,0,0,0,S,3,18,0,4,2,4
2132,SBJ5885D,5000,CarPlateMart,5885,4,SBJ,D,8,0,1,1,S,17,18,0,4,2,31
2133,SJA42E,5000,CarPlateMart,42,2,SJA,E,6,0,0,0,S,16,18,0,4,2,1
2134,SGW7700M,5000,CarPlateMart,7700,4,SGW,M,8,0,1,0,S,10,18,0,4,2,39
2135,SMR868P,5000,CarPlateMart,868,3,SMR,P,7,0,0,1,S,9,18,0,4,2,9
2136,SCX2325M,5000,CarPlateMart,2325,4,SCX,M,8,0,0,0,S,10,18,0,4,2,16
2137,SKZ7778B,5000,CarPlateMart,7778,4,SKZ,B,8,0,1,1,S,19,18,0,4,2,39
2138,SLT786T,5000,CarPlateMart,786,3,SLT,T,7,0,0,1,S,6,18,0,4,2,8
2139,SLS9226P,5000,CarPlateMart,9226,4,SLS,P,8,0,1,0,S,9,18,0,4,2,47
2140,SGY5688T,5000,CarPlateMart,5688,4,SGY,T,8,0,1,1,S,6,18,0,4,2,30
2141,SNC6868C,5000,CarPlateMart,6868,4,SNC,C,8,0,0,1,S,18,18,0,4,2,35
2142,SGJ155B,5000,CarPlateMart,155,3,SGJ,B,7,0,1,0,S,19,18,0,4,2,3
2143,SGV8884P,5000,CarPlateMart,8884,4,SGV,P,8,0,1,1,S,9,18,0,4,2,45
2144,SDX595B,5000,CarPlateMart,595,3,SDX,B,7,0,0,0,S,19,18,0,4,2,6
2145,SCK6668R,5000,CarPlateMart,6668,4,SCK,R,8,0,1,1,S,8,18,0,4,2,34
2146,SGR877J,5000,CarPlateMart,877,3,SGR,J,7,0,1,1,S,13,18,0,4,2,9
2147,SGT3444U,5000,CarPlateMart,3444,4,SGT,U,8,0,1,0,S,5,18,0,4,2,22
2148,SNB4444A,5000,CarPlateMart,4444,4,SNB,A,8,1,1,0,S,1,18,0,4,2,26
2149,SNA6888U,5000,CarPlateMart,6888,4,SNA,U,8,0,1,1,S,5,18,0,4,2,35
2150,SMX116U,5000,CarPlateMart,116,3,SMX,U,7,0,1,0,S,5,18,0,4,2,2
2151,SGN368H,5000,CarPlateMart,368,3,SGN,H,7,0,0,1,S,14,18,0,4,2,5
2152,SDU1414A,5000,CarPlateMart,1414,4,SDU,A,8,0,0,0,S,1,18,0,4,2,12
2153,SMP3393H,5000,CarPlateMart,3393,4,SMP,H,8,0,1,0,S,14,18,0,4,2,22
2154,SMH1331S,5000,CarPlateMart,1331,4,SMH,S,8,0,1,0,S,7,18,0,4,2,12
2155,SBT218K,5000,CarPlateMart,218,3,SBT,K,7,0,0,1,S,12,18,0,4,2,3
2156,SFY5955J,5000,CarPlateMart,5955,4,SFY,J,8,0,1,0,S,13,18,0,4,2,31
2157,SDZ500P,5000,CarPlateMart,500,3,SDZ,P,7,0,1,0,S,9,18,0,4,2,6
2158,SGX5557T,5000,CarPlateMart,5557,4,SGX,T,8,0,1,0,S,6,18,0,4,2,30
2159,SLJ1288K,5000,CarPlateMart,1288,4,SLJ,K,8,0,1,1,S,12,18,0,4,2,12
2160,SKN171K,5000,CarPlateMart,171,3,SKN,K,7,0,0,0,S,12,18,0,4,2,3
2161,SFV9989B,5000,CarPlateMart,9989,4,SFV,B,8,0,1,1,S,19,18,0,4,2,50
2162,SKB511B,5000,CarPlateMart,511,3,SKB,B,7,0,1,0,S,19,18,0,4,2,6
2163,SME7171M,5000,CarPlateMart,7171,4,SME,M,8,0,0,0,S,10,18,0,4,2,37
2164,SBZ969U,5000,CarPlateMart,969,3,SBZ,U,7,0,0,0,S,5,18,0,4,2,10
2165,SGT9161X,5000,CarPlateMart,9161,4,SGT,X,8,0,0,0,S,4,18,0,4,2,47
2166,SLR7200G,5000,CarPlateMart,7200,4,SLR,G,8,0,1,0,S,15,18,0,4,2,37
2167,SDG133R,5000,CarPlateMart,133,3,SDG,R,7,0,1,0,S,8,18,0,4,2,2
